Unnamed: 0,name,description,picture_url,host_since,host_response_time,host_is_superhost,host_listings_count,host_identity_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
70,Casa della Nonna!  022092-AT-187606,"Immersa nella quiete silenziosa, ""Casa della nonna"", offre un luminoso salotto con divano e cucina ben attrezzata, bagno con doccia e vasca, una o due stanze da letto a seconda del numero di ospiti. Splendida vista sulla Paganella e su tutti i terrazzamenti della Valle di Cembra. Ideale per chi vuole visitare il Trentino, a soli 15 km da Trento e 30 minuti dagli impianti di sci di Andalo e Alpe Cermis ( Valle di Fiemme). The space L' appartamento a piano terra, è in ottime condizioni e molto pratico. Guest access Acesso libero sul giardino attrezzato di barbecue e amaca, offriamo inoltre posti macchina privati.",https://a0.muscache.com/pictures/2eea339b-ed88-475d-bf54-26fd54223d61.jpg,2018-09-15,within an hour,t,1.0,t,Entire home/apt,4,1 bath,2.0,2.0,"[""Long term stays allowed"", ""Heating"", ""Wifi"", ""Laundromat nearby"", ""Outdoor dining area"", ""Baking sheet"", ""Hair dryer"", ""Oven"", ""Free street parking"", ""Iron"", ""Freezer"", ""Private entrance"", ""Free parking on premises"", ""Shampoo"", ""Outdoor furniture"", ""Cleaning products"", ""Stove"", ""Clothing storage"", ""Indoor fireplace"", ""Bed linens"", ""Single level home"", ""Host greets you"", ""Coffee maker"", ""Barbecue utensils"", ""TV"", ""High chair"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Dining table"", ""First aid kit"", ""Bathtub"", ""Bidet"", ""Drying rack for clothing"", ""Refrigerator"", ""Hot water"", ""Wine glasses"", ""Private fenced garden or backyard"", ""Essentials"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Extra pillows and blankets"", ""Breakfast"", ""Microwave"", ""Hangers""]",$30.00,0,135,4.9,4.94,4.97,4.96,4.96,4.86,4.89,t
71,"034 Trilocale, Pinzolo","Conveniently located in the town center, recently modernized second floor apartment, consisting of bright living room with double sofa bed, kitchenette, south-facing balcony, hallway, double bedroom, bedroom with bunk bed and bathroom with tub. The apartment has a private parking space in the garage. The space undefined Conveniently located in the town center, recently modernized second floor apartment, consisting of bright living room with double sofa bed, kitchenette, south-facing balcony, hallway, double bedroom, bedroom with bunk bed and bathroom with tub. The apartment has a private parking space in the garage. Other things to note Optional services - Cot/Crib: Price: EUR 7.00 per day (minimum: 20 EUR). Available items: 2. - Arrival out of schedule: Price: Included in the booking. - Towels: Price: EUR 12.50 per person. - Disinfection: Price: EUR 165.00 per book",https://a0.muscache.com/pictures/prohost-api/Hosting-46289696/original/12fcf979-158e-40eb-9d48-bd6b95b7b3cf.jpeg,2016-10-04,within a few hours,f,54.0,t,Entire home/apt,6,1 bath,2.0,3.0,"[""Washer"", ""Essentials"", ""Long term stays allowed"", ""Free parking on premises"", ""Heating"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""TV"", ""Crib"", ""Kitchen"", ""Cooking basics"", ""Oven"", ""Patio or balcony"", ""Dishwasher"", ""Bathtub"", ""Stove"", ""Iron"", ""Freezer"", ""Refrigerator""]",$91.00,61,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
72,Cuore nel Muller 022092-AT-514623,"La casa è situata in una zona tranquilla, ha il giardino e una bella terrazza con tenda illuminata per poter pranzare all’esterno. Gli interni sono curati e ben arredati. L’alloggio possiede due bagni uno con doccia e uno con vasca. Si può utilizzare la lavastoviglie, il forno, la lavatrice, inoltre è disponibile un asciugacapelli è un piccolo ferro da stiro. La casa è molto confortevole e spaziosa. Si trova in una zona strategica per raggiungere velocemente le mete più rinomate del Trentino. The space La casa è molto spaziosa con un ampio soggiorno una confortevole cucina, bagno con doccia e disbrigo a piano terra. All’esterno ampio cortile per pranzare all’aperto e giardino molto curato. Al secondo piano una grande camera con due letti singoli, una camera matrimoniale e un ampio bagno con vasca. Other things to note La casa è classificata 3 genziane dall’ Apt Visit Trentino perché possiede tutti i requisiti di una vasta gamma di servizi r",https://a0.muscache.com/pictures/3447a66c-2b26-49cd-aa73-2698bfd10def.jpg,2019-09-30,within an hour,f,1.0,t,Entire home/apt,4,2 baths,2.0,3.0,"[""Cleaning before checkout"", ""Long term stays allowed"", ""Microwave"", ""Outdoor dining area"", ""Baking sheet"", ""Hair dryer"", ""Crib"", ""Radiant heating"", ""Oven"", ""Free street parking"", ""Clothing storage: dresser and closet"", ""Vario body soap"", ""Iron"", ""Freezer"", ""Cable TV"", ""Private entrance"", ""Free parking on premises"", ""Outdoor furniture"", ""Cleaning products"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Stove"", ""Bed linens"", ""Host greets you"", ""Piano"", ""Hot water kettle"", ""Coffee maker"", ""High chair"", ""Cooking basics"", ""Children\u2019s books and toys for ages 2-5 years old and 5-10 years old"", ""Dining table"", ""Dishwasher"", ""Bathtub"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Bidet"", ""Refrigerator"", ""Hot water"", ""Board games"", ""Wine glasses"", ""Private fenced garden or backyard"", ""Essentials"", ""BBQ grill"", ""Dishes and silverware"", ""TV with standard cable"", ""Kitchen"", ""Extra pillows and blankets"", ""Children\u2019s dinnerware"", ""Pack \u2019n play/Travel crib"", ""Hangers""]",$40.00,1,32,5.0,5.0,5.0,5.0,5.0,4.88,5.0,t
73,Apartment Valentini .4-6 people. close to lifts.,"Our Apartment is situated in the heart of the Dolomites in the panoramic village of Alba , 3 km from Canazei . First floor apartment sleep 4-6 guests with fantastic views and a front balcony. We are 400 meters from the New Doleda and Ciampac cable cars, direct access to the Sella Ronda and Buffare ski areas. Perfect for all excursions ,snowshoeing/ touring . 20 meters from supermarket and family run Butchers. Free public Parking on the street or at the Ice rink( 100 meters away).022039-AT-069338 The space There is one flight of stairs to the apartment , all appliances in the house are for your use, including washing machine , wood burner ( wood not supplied)The spacious well equipt kitchen with new oven ,new dishwasher, fridge, microwave etc. Free wifi. Spacious front and back balconies to watch the magnificent sunrises and sun sets that the dolomites offer. Guest access Shared entrance into the apartment block where the owners live . share",https://a0.muscache.com/pictures/19e8a6fc-d65a-4a83-9036-6819cf657e61.jpg,2017-12-08,within an hour,f,2.0,t,Entire home/apt,6,1.5 baths,2.0,4.0,"[""Long term stays allowed"", ""Heating"", ""Wifi"", ""Microwave"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Oven"", ""Free street parking"", ""Smoke alarm"", ""Children\u2019s books and toys"", ""Private entrance"", ""Fire extinguisher"", ""Stove"", ""Indoor fireplace"", ""Washer"", ""Bed linens"", ""Single level home"", ""Host greets you"", ""Coffee maker"", ""TV"", ""High chair"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Dishwasher"", ""Bathtub"", ""Bidet"", ""Baby bath"", ""Refrigerator"", ""Hot water"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Extra pillows and blankets"", ""Children\u2019s dinnerware"", ""Pack \u2019n play/Travel crib"", ""Hangers""]",$150.00,0,27,4.85,4.93,4.85,4.93,4.96,4.85,4.74,t
74,"Bed & Breakfast fam. ""Menta e Rosmarino"" Trento","AUTUNNO TRENTINO, colori e sapori da gustare.Tempo di mele, strudel e OKTOBERFEST. Elegante stanza con COLAZIONE, bagno interno, ampia terrazza con vista città. Ideale per una bella vacanza e per LAVORARE DA REMOTO. Meri e Fernando accoglieranno i loro ospiti in un ambiente confortevole e familiare anche in INGLESE e TEDESCO. Il parcheggio è gratuito e disponibile così come la Wi-Fi. Scarica la app GUEST CARD TRENTINO gratuita: mezzi pubblici gratuiti e vantaggi reali. The space La nostra attività ricettiva (STU-TN) emette la GUEST CARD TRENTINO gratuita. Si trova nei pressi dei servizi sanitari di viale Verona e DELL'OSPEDALE S. CHIARA raggiungibile anche a piedi con una bella passeggiata nel verde. LA COLAZIONE a base di dolci fatti in casa, marmellate preparate con la frutta delle coltivazioni della famiglia e altro, sarà servita nella caratteristica STUBE di casa, dalla quale si accede al giardino, dove, insieme alle rose e alle l",https://a0.muscache.com/pictures/3a8e95c0-18b8-448d-a9ca-2f1d987ef0cd.jpg,2018-02-21,within an hour,f,2.0,f,Private room,2,1 private bath,1.0,1.0,"[""Long term stays allowed"", ""Heating"", ""Body soap"", ""Wifi"", ""Hair dryer"", ""Paid crib - available upon request"", ""Clothing storage: dresser and closet"", ""Iron"", ""Freezer"", ""Toaster"", ""Free parking on premises"", ""Shampoo"", ""Lock on bedroom door"", ""Outdoor furniture"", ""Cleaning products"", ""Private patio or balcony"", ""Pocket wifi"", ""Indoor fireplace"", ""Mosquito net"", ""Bed linens"", ""Host greets you"", ""Hot water kettle"", ""Coffee maker"", ""TV"", ""Luggage dropoff allowed"", ""First aid kit"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Bidet"", ""Refrigerator"", ""Hot water"", ""Private fenced garden or backyard"", ""Essentials"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Breakfast"", ""Microwave"", ""Hangers""]",$80.00,83,14,4.86,4.93,4.86,5.0,5.0,4.5,4.93,f
75,APPARTAMENTO A PENIA DI CANAZEI  Sellaronda,"CIPAT 022039-AT-069694 Accogliente appartamento di 70 mq trilocale in zona tranquilla nella frazione Penia di Canazei. Può ospitare comodamente 4 persone, si trova a 400 metri dagli impianti di risalita del Ciampac e dal nuovo impianto per il Sellaronda Col dei Rossi a 2,5 km da canazei e a 700 metri da Alba The space L'appartamento è situato al primo piano è composto da due camere una solo matrimoniale e una con due letti, due bagni, salotto, cucina, dispone di lavastoviglie, forno, più forno a microonde,aspirapolvere,ferro da stiro, lavatrice e cassaforte più ripostiglio.Forniamo biancheria da letto. A richiesta del cliente culla e seggiolone per bambini. Deposito bici, deposito sci con asciuga scarponi. Nei periodi stagionale l'appartamento sarà affittato da sabato minimo 7 notti Guest access Gli ospiti potranno usufruire del giardino con tavolo e grill a richiesta e altalena per bambini. Other things to note</b",https://a0.muscache.com/pictures/cd8c21e4-810e-4fce-97ea-fb51cbcd6b10.jpg,2014-08-04,within an hour,t,1.0,t,Entire home/apt,4,2 baths,2.0,3.0,"[""Long term stays allowed"", ""Heating"", ""Body soap"", ""Wifi"", ""Baking sheet"", ""Hair dryer"", ""Oven"", ""Iron"", ""Freezer"", ""Crib - available upon request"", ""Free parking on premises"", ""Cleaning products"", ""Clothing storage: closet and dresser"", ""Private garden or backyard"", ""Washer"", ""Bed linens"", ""Hot water kettle"", ""TV"", ""High chair"", ""Cooking basics"", ""Dining table"", ""Dishwasher"", ""Bidet"", ""Refrigerator"", ""Hot water"", ""Wine glasses"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Shower gel"", ""Microwave"", ""Hangers""]",$78.00,65,95,4.96,4.96,5.0,4.98,4.97,4.87,4.92,t
76,The Swallows Nest: feel home,Welcome to our apartment nestled in a magnificent home of the 1500's. We are a family that has travelled extensively and believes wholeheartedly in hospitality and for this we hope to have created a space that makes you feel at home having used natural materials. Here you can enter in harmony with nature finding positive emotions tied to the tranquillity and serenity allowing you to forget the caos of the city and the stress of the frantic rhythms of our daily lives. License number 022252-AT-670837,https://a0.muscache.com/pictures/fd4950a2-4117-4783-a8a2-36bf3640bd85.jpg,2018-05-05,within a day,f,1.0,f,Entire home/apt,2,1 bath,1.0,1.0,"[""Long term stays allowed"", ""Heating"", ""Hair dryer"", ""Paid parking on premises"", ""Oven"", ""Free street parking"", ""Private entrance"", ""Shampoo"", ""Bread maker"", ""Lake access"", ""Free washer \u2013 In unit"", ""Stove"", ""Wifi \u2013 28 Mbps"", ""Bed linens"", ""Coffee maker"", ""TV"", ""Cooking basics"", ""Dishwasher"", ""Refrigerator"", ""Hot water"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Dedicated workspace"", ""Shower gel"", ""Hangers""]",$95.00,88,9,5.0,5.0,5.0,5.0,5.0,4.89,4.89,f
77,Spacious apartment in South Tyrol,"Apartment PINK LADY. CODICE CIPAT 022253-AT-843694 The space Spacious apartment with 4 bedrooms, 2 bathrooms, big living room, kitchen, fireplace. The apartment is Ideal for families or groups. The apartment is comfortable and have a great view on the Valley and the Mountains. Free Wireless Internet. Other things to note TOURIST TAX: There is an extra charge for the tourist tax to pay in cash when you arrive: 1.5 euro per day per person for adults above 14 years old.",https://a0.muscache.com/pictures/534a0de5-b42d-49c0-9b72-c0571ef00a3e.jpg,2010-07-09,within a day,t,4.0,t,Entire home/apt,10,2 baths,4.0,5.0,"[""Washer"", ""Essentials"", ""Long term stays allowed"", ""Free parking on premises"", ""Heating"", ""Wifi"", ""Coffee maker"", ""Dishes and silverware"", ""TV"", ""Kitchen"", ""Indoor fireplace"", ""Refrigerator""]",$124.00,75,40,4.85,4.88,4.88,4.95,4.98,4.48,4.83,f
78,Villa regina del lago,"L'appartamento è in una zona residenziale in posizione elevata a fianco della cabinovia e a 10 minuti a piedi dalla riva del lago di Molveno. La casa affaccia su un ampio giardino privato dove poter fare colazione, barbecue e palestra con un incantevole vista sul lago! The space Il mio appartamento viene condiviso con l'ospite durante il giorno.La sera e la notte sarà solo degli ospiti. La cucina nn è in uso x gli ospiti.La colazione viene servita e x la cena in uso c'è il barbecue. ovviamente il frigorifero sarà in uso x l'ospite e la zona giorno pure. Guest access gli ospiti avranno parcheggio e giardino privato durante il giorno,la sera avranno a disposizione tutto l'appartamento e al mattino sarò presente x la colazione con orario e menù a richiesta. Other things to note I miei ospiti possono invitare amici x una serata in giardino ed eventualmente su richiesta un letto ad una piazza e mezza verrà preparato ",https://a0.muscache.com/pictures/16563e43-7d18-42a7-aa6f-b8086146cd64.jpg,2019-05-21,within an hour,f,1.0,t,Private room,2,1 private bath,1.0,1.0,"[""Heating"", ""Outdoor dining area"", ""Baking sheet"", ""Hair dryer"", ""Oven"", ""Iron"", ""Freezer"", ""Bose sound system"", ""Private entrance"", ""Free parking on premises"", ""Fire extinguisher"", ""Shampoo"", ""Bread maker"", ""Outdoor furniture"", ""Lake access"", ""Fire pit"", ""Cleaning products"", ""Private patio or balcony"", ""Stove"", ""Clothing storage"", ""Private garden or backyard"", ""Bed linens"", ""Single level home"", ""Hot water kettle"", ""Barbecue utensils"", ""Breakfast"", ""Luggage dropoff allowed"", ""Dining table"", ""First aid kit"", ""Dishwasher"", ""Ski-in/Ski-out"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Bidet"", ""Refrigerator"", ""Hot water"", ""Wine glasses"", ""Www.soffice natura.it body soap"", ""Essentials"", ""BBQ grill"", ""Private gym in building"", ""Building staff"", ""Extra pillows and blankets"", ""Shower gel"", ""Microwave"", ""Hangers""]",$143.00,88,89,4.75,4.66,4.73,4.87,4.85,4.94,4.65,t
79,Garnì Lilly - double room superior,"Garnì Lilly will be your home in the Dolomites. Let yourself pamper by the Bosetti family and rediscover the old flavour thanks to the sweets made by mamma Lory. Surrounded by nature, it is ideal to relax or as a starting point for excursions. The space The traditional architecture of Trentino, the simplicity and the attention to details characterise our structure/building. Wooden flooring rooms, bathrooms with window and private balcony overlooking the valley or the Brenta Dolomite mountains. Guest access Breakfast room, communal room and garden.",https://a0.muscache.com/pictures/miso/Hosting-7457997/original/91c712a3-8148-4d1e-b11d-7706227333e2.jpeg,2015-07-20,within an hour,f,2.0,t,Private room,2,1 private bath,1.0,1.0,"[""Long term stays allowed"", ""Heating"", ""Body soap"", ""Wifi"", ""Hair dryer"", ""Safe"", ""Smoke alarm"", ""Clothing storage: closet"", ""Private entrance"", ""Free parking on premises"", ""Fire extinguisher"", ""Shampoo"", ""Lock on bedroom door"", ""Outdoor furniture"", ""Cleaning products"", ""Paid dryer \u2013 In building"", ""Paid washer \u2013 In building"", ""Private garden or backyard"", ""Bed linens"", ""Elevator"", ""Host greets you"", ""First aid kit"", ""Room-darkening shades"", ""Bidet"", ""32\"" HDTV"", ""Hot water"", ""Essentials"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Breakfast"", ""Hangers""]",$100.00,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
80,Casa Lausa,"Casa Lausa, un tempo un fienile.. interamente ristrutturato per offrire ospitalità per una vacanza in Val di Fassa! The space Soggiornare in un vecchio fienile interamente ristrutturato con vista sulle Dolomiti.. Guest access Disponiamo di ampio parcheggio privato e di un deposito per le biciclette o gli sci! Other things to note - Durante il periodo estivo (giugno, luglio, agosto), il servizio riscaldamento è disponibile a richiesta al costo di 3,00 euro al giorno. - A richiesta offriamo il servizio di noleggio biancheria. License number 022113-AT-055682",https://a0.muscache.com/pictures/70200987/77ab181c_original.jpg,2015-03-12,within a day,f,4.0,t,Entire home/apt,3,1 bath,1.0,3.0,"[""Bed linens"", ""Free parking on premises"", ""Heating"", ""Wifi"", ""Hair dryer"", ""TV with standard cable"", ""High chair"", ""Crib"", ""Kitchen"", ""Extra pillows and blankets"", ""Washer \u2013\u00a0In building"", ""Bidet"", ""Drying rack for clothing"", ""Microwave"", ""Refrigerator"", ""Hot water"", ""Cable TV"", ""Hangers""]",$80.00,71,9,4.67,4.67,4.78,4.78,4.89,4.67,4.75,f
81,Felix house,"Appartamento di recentissima ristrutturazione, caldo, elegante, funzionale, modernamente arredato, dotato di ogni comfort e con vista unica su valle e monti circostanti. Grande balcone e garage coperto. Si raggiunge Pinzolo comodamente a piedi. Campo da golf, centro termale, campi sportivi, palazzetto del ghiaccio e impianti di risalita a meno di 3 km License number CIPAT:022093-AT-295959",https://a0.muscache.com/pictures/5a7f6afb-5570-495f-a830-aaa5ca758925.jpg,2019-01-10,within a day,f,3.0,f,Entire home/apt,4,1 bath,2.0,3.0,"[""Washer"", ""Essentials"", ""Long term stays allowed"", ""Private entrance"", ""Free parking on premises"", ""Heating"", ""Shampoo"", ""Hair dryer"", ""TV"", ""Kitchen"", ""Iron"", ""Indoor fireplace"", ""Hangers""]",$110.00,1,3,5.0,5.0,4.33,5.0,5.0,5.0,4.67,t
82,Saslench for 8 persons,"Note: You can directly book the best price if your travel dates are available, all discounts are already included. In the following house description you will find all information about our listing. ""Saslench"", 4-room apartment 75 m2 on 2nd floor. Renovated in 2017, beautiful and cosy furnishings: living/sleeping room with 1 double sofabed, dining table and TV. Exit to the balcony. 1 double bedroom. Exit to the balcony. 2 rooms, each room with 2 beds (80 cm). Open kitchen (oven, dishw... The space ...asher, 4 ceramic glass hob hotplates, toaster, kettle, freezer, electric coffee machine). 2 showers/WC. Gas heating. Balcony. Beautiful view of the mountains. Facilities: washing machine, iron, children's high chair, baby cot. Internet (WiFi). Reserved parking (3 cars) at the house. Please note: non-smokers only. Maximum 1 pet/ dog allowed. No mandatory extra charges to be paid on-site except for local tax.  Additional service charges may have to b",https://a0.muscache.com/pictures/prohost-api/Hosting-49307936/original/7931bc98-4da9-49a4-81f9-e496f08133eb.jpeg,2017-05-20,within an hour,t,52.0,t,Entire home/apt,8,2 baths,3.0,6.0,"[""Washer"", ""Long term stays allowed"", ""Heating"", ""Wifi"", ""TV"", ""Crib"", ""Kitchen"", ""Oven"", ""Dishwasher"", ""Freezer"", ""Hangers""]",$15.00,63,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
83,Dolomites Cavalese val di Fiemme,"Prestigioso appartamento,disposto su 2 piani,di 200 mq al piano terra di un magnifico chalet con accesso diretto al giardino di proprietà.Grande sala da pranzo, zona divani/tv, cucina attrezzata, 2 bagni, 3 camere e 1 studio. Vista panoramica. The space A 500 m. dagli impianti sciistici del Cermis. Centro del paese di Masi con supermercato, negozi, banca a 500 m. Centro del paese di Cavalese a 1,5 Km. Splendido panorama sulla vallata. Guest access Consegna chiavi dalle 14:00 alle 19:30. Vietato fumare in casa. Stube interna a legna utilizzabile solo previo accordo con la proprietà. Non sono ammessi animali. Other things to note La distanza dalle piste del Cermis e’ poco più di 500 mt . In caso di grandi nevicate si può tornare a casa dal bosco con gli sci ai piedi .",https://a0.muscache.com/pictures/4a95333c-462b-4482-8a56-c4083f92be70.jpg,2015-12-13,within a day,f,1.0,f,Entire home/apt,8,2 baths,3.0,8.0,"[""Long term stays allowed"", ""Heating"", ""Wifi"", ""Baking sheet"", ""Hair dryer"", ""Oven"", ""Free street parking"", ""Iron"", ""Free parking on premises"", ""Private patio or balcony"", ""Stove"", ""Private garden or backyard"", ""Washer"", ""Bed linens"", ""Coffee maker"", ""TV"", ""Cooking basics"", ""Dishwasher"", ""Ski-in/Ski-out"", ""Refrigerator"", ""Hot water"", ""Essentials"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Building staff"", ""Dedicated workspace"", ""Microwave"", ""Dryer"", ""Hangers""]",$220.00,84,13,4.92,4.92,4.92,4.92,4.92,4.92,4.85,f
84,Appartamento #5 in centro storico a Riva del Garda,"Al primo piano in zona pedonale. Adatto per 2 persone con possibilità di un altro posto letto (10,00 euro al giorno) ed è fornito di asciugamani, biancheria da letto con piumini singoli, coperte, cuscini, TV, cassaforte e WiFi gratuito. Composto da una camera con letto matrimoniale, soggiorno con angolo cucina (con pentole, posate, macchina Nespresso, frigo/freezer, induzione, lavabo, raccolta differenziata, microonde), divano letto francese, bagno doccia.",https://a0.muscache.com/pictures/140d3215-1581-4b05-a857-6ca53d1b5d5b.jpg,2016-10-30,within a few hours,f,5.0,t,Entire home/apt,3,1 bath,1.0,2.0,"[""Long term stays allowed"", ""Essentials"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""Wifi"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""TV with standard cable"", ""Kitchen"", ""Iron"", ""Refrigerator"", ""Cable TV"", ""Hangers""]",$92.00,58,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
85,Appartamento vintage in una valle DA SOGNO Pejo,Crea dei fantastici ricordi in questo alloggio unico e adatto alle famiglie.,https://a0.muscache.com/pictures/miso/Hosting-640647742902860883/original/823a8231-ef76-42f1-852b-d85d0acdd011.jpeg,2022-06-02,within an hour,f,2.0,t,Entire home/apt,6,1 bath,3.0,4.0,"[""Washer"", ""Long term stays allowed"", ""Free parking on premises"", ""Host greets you"", ""Wifi"", ""Dishes and silverware"", ""Babysitter recommendations"", ""Kitchen"", ""Electric stove"", ""Cooking basics"", ""Private patio or balcony"", ""Oven"", ""Extra pillows and blankets"", ""Clothing storage: closet and wardrobe"", ""Ski-in/Ski-out"", ""Bidet"", ""Drying rack for clothing"", ""Refrigerator"", ""Hot water"", ""Dedicated workspace""]",$91.00,32,1,4.0,4.0,5.0,5.0,5.0,5.0,5.0,t
86,Vivi la tua vacanza tra paesaggi meravigliosi,"La Casa con giardino privato è situata a Ronzone, in alta val di Non, nel Trentino, ai margini di un bosco percorso da comodi sentieri, nelle vicinanze della piscina comunale riscaldata, del campo di golf a 18 buche di Sarnonico. Atmosfera romantica, particolarmente adatto a coppie. Ottimi ristoranti nei dintorni. Ideale per gli sport di montagna o semplicemente per lunghe passeggiate. The space Appartamento raccolto, ben arredato, panoramico, confortevole e accessoriato. Composto da ingresso autonomo che da su di un piccolo disimpegno con stufa a pellet. Soggiorno con angolo cucina, fornello a piastre elettriche, più una stufa a legna, angolo relax con divano letto da una piazza e mezza e un grande tavolo da pranzo per sei persone. Camera da letto matrimoniale con ampio armadio. Bagno con ampia doccia e lavatrice. Giardino attrezzato e soleggiato. Guest access Completamente a disposizione degli ospiti. <",https://a0.muscache.com/pictures/d6f0ccd1-9a41-4b32-80bb-4460074079c8.jpg,2016-04-09,within an hour,f,3.0,t,Entire home/apt,2,1 bath,1.0,1.0,"[""Long term stays allowed"", ""Heating"", ""Body soap"", ""Laundromat nearby"", ""Outdoor dining area"", ""Baking sheet"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Lockbox"", ""Free street parking"", ""Iron"", ""Freezer"", ""Clothing storage: closet"", ""Private entrance"", ""Fire extinguisher"", ""Shampoo"", ""Outdoor furniture"", ""Cleaning products"", ""Private patio or balcony"", ""Stove"", ""Washer"", ""Bed linens"", ""Single level home"", ""Barbecue utensils"", ""TV"", ""Cooking basics"", ""Dining table"", ""Bidet"", ""Drying rack for clothing"", ""Refrigerator"", ""Hot water"", ""Wine glasses"", ""Private fenced garden or backyard"", ""Essentials"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Shower gel"", ""Hangers""]",$65.00,88,14,4.57,4.43,4.86,4.64,4.57,4.64,4.64,f
87,Appartamento Suite Cher De Fasha - B&B Mia Val,"Cher de Fasha is an Apart Suite in the new B&B Mia Val, in the center of San Giovanni di Fassa, Pozza. Inside it has a sauna available 24 hours a day, a relaxation area with herbal teas and dried fruit, chromotherapy and aromatherapy, independent exit for air bath. Equipped kitchen available, fridge with drinks, espresso coffee, breakfast served directly in the room. Private parking. Ski room with lockers. THE FREEDOM OF THE APARTMENT, THE COMFORT OF A SUITE. The space Independent entrance, breakfast served in the room, private terrace, spa in the room, fully equipped kitchen. Private parking adjacent to the house, ski room with boot warmers and lockers. In front of the ski bus stop that connects all the ski lifts. 500 meters from the Sellaronda carousel and the renowned QC Terme Dolomiti with which we have agreements. Guest access Independent entrance, private parking",https://a0.muscache.com/pictures/miso/Hosting-53781799/original/43675cbc-fd9b-435e-9e7f-52497a8675e8.jpeg,2018-02-09,within a few hours,t,4.0,t,Entire home/apt,2,1 bath,1.0,1.0,"[""Long term stays allowed"", ""Essentials"", ""Free parking on premises"", ""Host greets you"", ""Fire extinguisher"", ""Wifi"", ""Shampoo"", ""Hair dryer"", ""TV"", ""High chair"", ""Crib"", ""Kitchen"", ""Luggage dropoff allowed"", ""First aid kit"", ""Dedicated workspace"", ""Hot water"", ""Hangers""]",$120.00,37,8,5.0,5.0,5.0,5.0,5.0,4.88,4.88,f
88,App. in zona panoramica (cipat:022124-AT-052330),"Die wunderschöne Ferienwohnung steht im Villenviertel oberhalb Torbole in einer sehr ruhigen Gegend, mit einem fantastischen Blick auf die Berge und auf die Bucht vom Torbole am Gardasee. Bettwäsche und Handtücher sind im Preis inbegriffen. The space E` composto da una camera da letto matrimoniale, una camera con due letti singoli, un bagno con doccia, vasca e asciugacapelli; soggiorno con divano letto e televisione, uscita sul terrazzo; una cucina completa, forno, frigo e lavastoviglie. Deposito biciclette. Guest access Deposito biciclette e giardino sono a disposizione dell'inquilino Other things to note - Asciugamani, lenzuola, piumini e copri piumini sono compresi nel prezzo - A partire dal 1. Gennaio 2019 la Provincia Autonoma di Trento ha introdotto l'imposta provinciale di soggiorno secondo quanto stabilito dalla l.p. 8/2002 art. 16 bis. L'imposta è dovuta da ogni persona che pernotta nelle",https://a0.muscache.com/pictures/73977476/cc5097fd_original.jpg,2015-03-08,within a few hours,f,1.0,t,Entire home/apt,5,1 bath,2.0,5.0,"[""Long term stays allowed"", ""Essentials"", ""Heating"", ""Wifi"", ""TV"", ""Kitchen""]",$85.00,11,78,4.83,4.96,4.96,4.96,5.0,4.9,4.82,f
