Date,Name,Reviews,Language,ISO,Key phrases,Sum of Score sentiment,Sentiment
4/12/17,Linda,"Unser Urlaub am Gardasee konnte als Familie nicht besser sein: Wir fanden eine saubere und gepflegte Unterkunft vor, wurden sehr freundlich von Roberto empfangen und kamen in eine gut vorbereitete Ferienwohnung. Die Ausstattung ist sehr schön: Besonders habe ich die herrliche Dusche genossen: Sie hat eine Regen-Brause. Weiterhin mochte ich es am Ofen zu kochen. In der Küche findet man auch alles für das Kochen. Sie ist echt sehr gut ausgestattet. Die großzügige Terrasse ist ebenfalls atemberaubend. Wir konnten sie zum Essen, Verweilen und Ausspannen nutzen. Man hat eine schöne Sicht über die Nachbarschaft und kann die Berghänge anschauen. Da wir für unsere zwei Kleinkinder den Garten mit nutzen konnten, war die Wohnung perfekt: Der Garten ist herrlich gepflegt und hat viele südländischen Pflanzen beherbergt. Man findet Spielzeug und Spielmöglichkeiten für die Kinder. Am Ende rundete die schnelle und unkomplizierte Kommunikation mit Roberto unser Urlaubserlebnis ab. Alles bestens. Wir würden sofort wiederkommen. Die Wohnung / Umfeld ist für Familien geeignet. Unweit der Wohnung ist ein sehr schöner Spielplatz. Direkt am Haus ist ein relativ Verkehrsberuhigter Platz mit einem Tabakladen, der auch Lebensmittel verkauft. Ein morgendlicher Brötchenkauf dauert so nur 5 Minuten.",German,de,"Wohnung perfekt, nutzen, Garten, Kochen, Roberto empfangen, Tabakladen, relativ Verkehrsberuhigter Platz, kamen, unkomplizierte Kommunikation, Nachbarschaft, Haus, schnelle, Urlaubserlebnis, vorbereitete Ferienwohnung, Regen, Gardasee, gepflegte Unterkunft, Spielzeug, Spielmöglichkeiten, morgendlicher Brötchenkauf, Minuten, schöne Sicht, südländischen Pflanzen, Essen, Verweilen, Umfeld, Familien, schöner Spielplatz, Kleinkinder, herrliche Dusche, großzügige Terrasse, Brause, Berghänge, Lebensmittel, Ausstattung, Ofen, Küche",55.30%,Negative
4/7/17,Kathrin,"Noch schöner als beschrieben! Ideale Lage. Super liebe Gastgeber. Wer klettern gen will, wohnt perfekt.",German,de,"Super liebe Gastgeber, klettern gen, perfekt, Ideale Lage, schöner",100.00%,Positive
3/31/17,Timo,"Sehr schönes Apartment, gut gelegen fast direkt im grünen. Guter Startpunkt für jegliche Freizeit Aktivitäten, ob klettern, wandern, Klettersteige oder Wassersport. Sehr netter und super schnell antwortender Vermieter. Uns hat es an nichts gefehlt. Kann man nur empfehlen. Nur die Kaffeemaschine war die langsamste der Welt, gut das es an jeder Ecke guten Espresso gibt.",German,de,"klettern, wandern, Freizeit Aktivitäten, super schnell antwortender Vermieter, fast, Klettersteige, Wassersport, Kaffeemaschine, Ecke guten Espresso, Welt, schönes Apartment, Startpunkt, grünen",68.20%,Neutral
3/20/17,George,"This apartment was fantastic. Roberto was a great host, lovely and friendly. Nothing was a problem to him. As stated in previous reviews his parents live downstairs who were really nice and asked if we had everything we need but at the same time kept their distance so we were left to our own. The apartment was exactly like the photos and spotlessly clean. The terrace was my favourite part with a great view. Would 100% stay again.",English,en,"apartment, great host, great view, parents, Roberto, previous reviews, photos, time, distance, terrace, problem",100.00%,Positive
3/12/17,Marcus,"Robertos apartment was just perfect. The sunny terrace offers a magnificent view, the whole place was super clean & tidy, the kitchen contained everything one could need and the communication was ideal. We would definitely come back!",English,en,"place, magnificent view, tidy, sunny terrace, kitchen, Robertos apartment, communication",100.00%,Positive
3/8/17,Jana,"We stayed in Robertos beautiful appartment for five days and completely enjoyed it. He warmly welcomed us and gave us a lot of helpful information and tips where to go. All in all, we had a very pleasant stay due to the easy communication (Roberto even speaks good German), the amazing view from the balcony as well as the clean and comfortable appartment.",English,en,"comfortable appartment, Robertos beautiful appartment, easy communication, good German, amazing view, lot of helpful information, tips, balcony, pleasant stay, days",100.00%,Positive
3/3/17,Jeanmarie,"Roberto's place has a stunning view from the balcony. It's clean, and better than the photos! Roberto is very friendly and helpful - would return!",English,en,"stunning view, Roberto's place, photos, balcony",99.90%,Positive
2/26/17,Michael,"Robertos Unterkunft ist wirklich sehr schön und übertraf unsere Vorstellungen. Die Wohnung ist sehr modern und mit allem wichtigen ausgestattet was man benötigt. Wir wurden zu später Abendstunde freundlich von seiner Schwester empfangen, welche uns zur verabredeten Zeit vor dem Haus erwartete. Sie nahm sich viel Zeit und zeigte uns in aller ruhe die Wohnung und versorgte uns mit allen wertvollen Informationen für unseren Aufenthalt in Riva. Wir danken Roberto und seiner Schwester für einen entspannten und unkomplizierten Aufenthalt. Viele Grüße und vielleicht bis bald.",German,de,"Wohnung, unseren Aufenthalt, Schwester empfangen, unkomplizierten Aufenthalt, wertvollen Informationen, Riva, Abendstunde, Robertos Unterkunft, Haus, ruhe, Vorstellungen, Grüße",61.80%,Neutral
2/24/17,Valentin,"Alles bestens, alles neu und sehr gut ausgestattet.",German,de,neu,100.00%,Positive
1/17/17,Evgeni,Unique view to the mountain and lake!!!,English,en,"Unique view, mountain, lake",50.00%,Negative
1/8/17,Edoardo,Tutto perfetto! Appartamento appena ristrutturato con gusto e ottime finiture. Bellissimo il terrazzo da cui ammirare i tramonti!,Italian,it,"gusto, ottime finiture, Appartamento, terrazzo, tramonti",100.00%,Positive
12/11/16,Valentina,"Abbiamo appena soggiornato in casa di Roberto per tre giorni. Eravamo 3 adulti, una bambina e un cucciolo! La casa è deliziosa. Ben arredata, luminosa e pulita. I genitori di Roberto ci hanno accolto in maniera impeccabile e anche lui è stato molto disponibile e carino! Il nostro cucciolo un pò esuberante ha avuto una bella sorpresa nel poter usufruire del giardino della casa... ben curato e molto spazioso!! Assolutamente consigliato!!! Spero di tornare presto!",Italian,it,"casa di Roberto, giardino della casa, cucciolo, genitori di Roberto, bella sorpresa, pò esuberante, Spero di tornare presto, adulti, bambina, maniera impeccabile, giorni",62.00%,Neutral
11/15/16,Оксана,"Для нас стало традицией в ноябре приезжать в Рива Дель Гарда и останавливаться в этом чудесном доме. Дом находится в тихом месте, рядом оливковые рощи, недалеко небольшая церковь, с террасы открывается потрясающий вид на горы. Центр города в 5 минутах езды. Рядом с домом очень удобная парковка. Сами апартаменты очень комфортные, светлые, наполненные солнцем, уютом, теплом. Огромная терраса стала безусловным украшением дома. На террасе очень приято завтракать, наслаждаться открывающимися видами, болтать, читать книжки. Ночью с террасы видна церковь в горах, которая светиться яркой звездочкой. Нас всегда радушно и тепло встречают. Нам очень приятно возвращаться в этот дом!!! It has become our tradition to stay at this beautiful house when we arrive in Riva Del Garda. The house is located in quite part of the town near olive groves in 5 minutes from the center of the town by car. Parking space is direct next to the house.Our apatment is very comfotable, bright, stylish, cosy. Wide terrace is our favourite place. We are fond of having breakfast there, chattering, reading books, even just being there. The terraces offer beautiful views of the mountains. At night we can see the old church in the mountains which shines like a star.We always feel care and attention from Roberto. He is very positive and hospitable. And now we are dreaming about our future visit :))))",English,en,"Центр города в, Ночью с террасы видна церковь в горах, Нам очень приятно возвращаться в этот дом, beautiful house, Дом находится в тихом месте, Для нас стало традицией в ноябре приезжать в Рива Дель Гарда и останавливаться в этом чудесном доме, Рядом с домом очень удобная парковка, town, mountains, На террасе очень приято завтракать, Сами апартаменты очень комфортные, с террасы открывается потрясающий вид на горы, beautiful views, недалеко небольшая церковь, рядом оливковые рощи, Нас всегда радушно и тепло встречают, наслаждаться открывающимися видами, светлые, наполненные солнцем, которая светиться яркой звездочкой, болтать, Огромная терраса стала безусловным украшением дома, minutes, читать книжки, уютом, center, минутах езды, olive groves, care, Wide terrace, favourite place, cosy, теплом, old church, apatment, terraces, Riva, Parking space, breakfast, attention, Roberto, night, star, tradition, future visit, books, Garda",100.00%,Positive
11/6/16,Mario,"Roberto hat uns sehr freundlich begrüßt und alles zur Wohnung erklärt. Die Wohnung war sehr sauber und perfekt gepflegt. In der Küche standen bereits verschiedene Gewürze und Öl bereit und auch Bettwäsche und Handtücher wurden zur Verfügung gestellt. Auch Robertos Eltern, die im Erdgeschoss wohnen, haben uns herzlich willkommen geheißten und waren im Laufe unserers Aufenthalts immer nett und hilfsbereit. Wir können diese Unterkunft also ohne Ausnahmen weiterempfehlen.",German,de,"Wohnung, Öl, willkommen geheißten, Erdgeschoss wohnen, Bettwäsche, Laufe unserers Aufenthalts, verschiedene Gewürze, Handtücher, Küche, Robertos Eltern, Verfügung, Unterkunft, Ausnahmen, perfekt",64.70%,Neutral
10/30/16,Ariel,"Roberto and his family are absolutely great!!! They've been so nice and kind with us!!! They took care of every detail, not only the appartement was spotless and perfectly well equiped but delicious treats were waiting for us, a beautiful orchidea was in the living room and a delicate scent was everywhere. Roberto's mother, who's a nice and sweet lady, that used to talk to us, give us some exquisite fruits of their garden and even some dried by herserlf!. We felt more like a part of the family than just tourists. Thanks from the bottom of our hearts!",English,en,"family, living room, garden, beautiful orchidea, delicate scent, delicious treats, Roberto's mother, sweet lady, exquisite fruits, herserlf, appartement, Thanks, hearts, tourists, kind, care",100.00%,Positive
10/21/16,Tal,Roberto and his lovely family welcomed us super nicely and helped us in everything we needed. The apartment is clean and beautiful and in a good location. Just perfect for travelers with car.,English,en,"good location, Roberto, lovely family, travelers, car, apartment",99.90%,Positive
10/20/16,Shaun,"What a brilliant stay! Lovely apartment with amazing views and surroundings. Roberto was more than hospitable, he couldn't do enough to help and is a rather cool dude. Would love to come back here, thumbs up!",English,en,"Lovely apartment, amazing views, surroundings, Roberto, cool dude, brilliant stay",100.00%,Positive
10/17/16,Antje,"Nach einer herzlichen Begrüßung wurde uns das Appartement gezeigt. Es ist wie in der Beschreibung und den Bildern - nur noch besser - Die Ausstattung ist hochfertig, neu und absolut gepflegt. Wir haben uns in dieser Zeit rundum wohl gefühlt und waren super begeistert über die Ruhe am Gardasee. Wir kommen sicher wieder.",German,de,"Ausstattung, hochfertig, neu, herzlichen Begrüßung, Appartement, super, Ruhe, Gardasee, Beschreibung, Bildern",69.60%,Neutral
10/1/16,Kevin,"Roberto und seine Familie waren super freundlich. Die Wohnung war sehr sauber und der rießige Balkon mit dem Blick auf die Berge war perfekt für das Frühstück beim Sonnenaufgang. Roberto hat sofort auf jeglich Fragen und Anregungen von uns geantwortet, was uns ziemlich geholfen hat. Falls es uns wieder nach Italien zieht, werden wir die Wohnung nochmals buchen. Alles in allem, perfecto!!",German,de,"Roberto, Wohnung, Berge, Blick, rießige Balkon, jeglich Fragen, Frühstück, Anregungen, Italien, Familie, super, Sonnenaufgang, Falls, buchen",65.60%,Neutral
9/29/16,Carly,"Roberto was very friendly and welcoming. Gave us lots of local tips for the area. We had a thoroughly enjoyable stay. The accommodation is stunning, in a very quiet peaceful location with authentic Italian charm, away from the hustle And bustle of the town but not too far away to stroll down for dinner etc, would highly recommend!!",English,en,"quiet peaceful location, authentic Italian charm, hustle, Roberto, local tips, area, bustle, town, enjoyable stay, accommodation, dinner",99.90%,Positive
9/22/16,איתן,"a beautiful place, was very clean and prettier than the pictures. the location is perfect, not a far walk from the lake and close to beautiful trails in the area. we got a warm welcome and Roberto gave us good tips about things to do and was very helpful. very recommended! !",English,en,"beautiful trails, beautiful place, Roberto, good tips, things, lake, area, pictures, location",100.00%,Positive
9/19/16,Scott,"Absolutely beautiful. The scenery here is amazing, even better than the pictures.",English,en,"scenery, pictures",100.00%,Positive
9/17/16,Michael,"Unseren vierten Gardasee-Urlaub haben wir in Robertos wunderschöner Wohnung in Riva del Garda verbracht. Wir haben uns hier rundum wohl gefühlt und werden bei nächster Gelegenheit garantiert wieder bei Roberto wohnen. Der Empfang durch Roberto Schwester und seinen Eltern, Roberto musste noch arbeiten, war überaus herzlich. Wir haben uns hier absolut willkommen gefühlt. Morgens haben wir es genossen, auf der großen Terrasse ausgiebig zu frühstücken, bevor wir auf unsere ""Entdeckungstouren"" am Gardasee gegangen sind. Leider kam unser Urlaubsende viel zu schnell und wir waren traurig, Robertos rundum gelungene Wohnung verlassen zu müssen. Wir freuen uns schon auf unseren nächsten Gardasee-Urlaub - hoffentlich wieder in Robertos Wohnung.",German,de,"Robertos Wohnung, Robertos wunderschöner Wohnung, Roberto Schwester, Roberto wohnen, nächsten Gardasee, gelungene Wohnung verlassen, Eltern, Riva del Garda, nächster Gelegenheit, Empfang, arbeiten, Entdeckungstouren, willkommen, Morgens, Terrasse, Urlaubsende",59.50%,Negative
9/9/16,Josefine,"Es war ein rundum gelungener Urlaub. Die Unterkunft, sowie Roberto und dessen Eltern waren toll. Es gibt nichts zu meckern - gern wieder. :)",German,de,"Unterkunft, Roberto, Eltern, gelungener Urlaub",93.50%,Positive
8/31/16,Stian,"Nice, modern place aproximately 15 min walk to the beach and 25 min to Riva center. Roberto and his parents live down stairs. They where warm and welcoming. The kids was able to use the trampoline in the back yard and there was a small playground 150m away. The information before our arrival was good. It's a 50m to buy water, bread and other small things. Else you ned to drive 5min to Coop. We will miss the nice viewe from the terrace. We will stay here again next time.",English,en,"small things, small playground, nice viewe, trampoline, yard, water, bread, beach, Riva center, Roberto, parents, stairs, information, arrival, kids, modern place, terrace, ned, time",99.90%,Positive
8/26/16,Wesley,"Roberto was very accommodating! We arrived later than expected and he was kind enough to meet us and help with check in. The apartment has a great terrace for drinking coffee and enjoying the mountain scenery. It's very open, minimal, and clean! We had everything we needed and there was a small grocery down the street. You are just a quick 3 minute drive to the lake. We would definitely stay again if we have the opportunity to travel back to northern Italy!",English,en,"drinking coffee, great terrace, apartment, lake, minute drive, mountain scenery, opportunity, northern Italy, small grocery, street, check, Roberto, kind",99.90%,Positive
8/24/16,Gundi,"Roberto ist ein überaus freundlicher, unkomplizierter und zuvorkommender Gastgeber! Jegliche Wünsche und Anfragen wurden umgehend und umfassend beantwortet und erfüllt, auch seine Eltern sind sehr herzlich und helfen ebenfalls mit, dieses ""Rundum-Wohlfühlpaket"" zu ""schnüren"". Die Wohnung ist hell, gemütlich und modern/zweckmäßig eingerichtet, aber natürlich ist der große Balkon der absolute Hit! Der wunderschön angelegte Garten bot uns täglichen Augen- und so manchen Tellerschmaus! Wir werden definitiv nächstes Jahr wieder hierher kommen!",German,de,"täglichen Augen, wunderschön angelegte Garten, zuvorkommender Gastgeber, Wohnung, hell, modern, Balkon, absolute Hit, Roberto, Tellerschmaus, Wünsche, Anfragen, Eltern, helfen, Wohlfühlpaket, schnüren",63.30%,Neutral
8/13/16,Martin,"Sehr nette Familie - Roberto und seine Eltern, die auch im Haus wohnen. Alles war perfekt, die Wohnung, die Lage der Wohnung, die Ausstattung. Alles gut, gerne wieder.",German,de,"Lage der Wohnung, Eltern, nette Familie, Roberto, Ausstattung, Haus",87.00%,Positive
8/6/16,Jean-Louis,"The welcome by Roberto (and also his mother and sister) was very warm, personal and friendly. We loved the district (a bit outside the touristic area) and the possibility to walk to the beach (20 min) and a very good restaurant, la Colombera (5 min). I can recommend this place to everyone. Also good with kids because due to the fact that the appartement has a large terrace and a garden with a trampoline and vegetable garden.",English,en,"vegetable garden, good restaurant, large terrace, trampoline, possibility, mother, fact, sister, appartement, touristic area, Roberto, Colombera, kids, welcome, district, beach, place",99.50%,Positive
8/2/16,Hans,"We did not met Roberto, but his father gave us the keys en showed us the apartment. He was very kind and knew a lot, het spoke good German.",English,en,"lot, father, keys en, good German, apartment, Roberto",99.30%,Positive
7/30/16,Bertrand,The host canceled this reservation 7 days before arrival. This is an automated posting.,English,en,"reservation, days, host, arrival, automated posting",50.00%,Negative
7/12/16,Radek,"everything was exactly like the pictures roberto and his family are very helpful, beautiful place recommendable with a great view from the terrace. Radek",English,en,"beautiful place recommendable, family, great view, pictures roberto, terrace, Radek",99.70%,Positive
7/9/16,Mari-Anne,"Roberto was a fantastic host, he replied to any queries prior to the stay quickly, and gave plenty of info. The apartment was perfect. It was very clean and had everything we needed. When we arrived Roberto showed us around and talked us through where everything was. The terrace is amazing! The view is incredible. The apartment is in a great location, approximately 25 minute walk to the lake front and 10 minute walk to the nearest supermarket. We really enjoyed our stay here and definitely would return!",English,en,"minute walk, apartment, Roberto, stay, great location, lake, nearest supermarket, fantastic host, queries, terrace, view, info",100.00%,Positive
7/2/16,Sophie,"Roberto was an extremely helpful and welcoming host. The apartment was clean, spacious and exactly how it looks in the photos - lovely! We especially enjoyed the balcony which had a cracking view of the surrounding mountains and out to be the lake. 10/10 would recommend and will return if we can!",English,en,"cracking view, surrounding mountains, welcoming host, apartment, Roberto, balcony, photos - lovely, lake",100.00%,Positive
6/30/16,Brigid,"What a fabulous experience we had. Everything about this Airbnb is wonderful, from the greeting we got from Roberts parents, the beautiful apartment with everything g you could need, comfy beds wonderful shower to the incredible terrace. Such a joy to sit with a cool breeze watching the mountains and the sky. A most wonderful experience with a brilliant helpful host. We will returns from highly recommend it!",English,en,"wonderful experience, comfy beds wonderful shower, fabulous experience, incredible terrace, beautiful apartment, Roberts parents, greeting, brilliant helpful host, cool breeze, mountains, joy, sky, Airbnb",100.00%,Positive
6/14/16,Simone,"Wir hatten einen tollen Aufenthalt in Roberto's Wohnung. Der Empfang war sehr herzlich und der Satz ""Zu Gast bei Freunden"" trifft es hier auf den Punkt. Alles gepflegt und in einem hervorragenden Zustand. Das Interieur und auch die Terrasse ist einfach klasse. Jederzeit wieder!",German,de,"Satz, tollen Aufenthalt, Roberto's Wohnung, Terrasse, Gast, Freunden, hervorragenden Zustand, Interieur, klasse, Empfang",72.20%,Neutral
6/10/16,Moritz,"We did not meet Roberto himself but his parents took great care of us. They were very kind and showed us around when we arrived- they even shared lemons from their garden with us ;) Roberto called to make sure everything was alright and was happy to answer questions. The rooms were perfect- perfectly equipped, very clean and bright. We had an amazing view from the balancony (huge one). We are also able to use their bikes to ride to the city center. Unfortunately the lock broke and Roberto's dad was so kind as to immediately buy a new one. If we are in Riva again, we would defenetly stay at Roberto's again!!!",English,en,"Roberto's dad, lock broke, bikes, amazing view, balancony, garden, parents, great care, city center, shared lemons, questions, rooms, Riva",100.00%,Positive
6/7/16,Claudio,"We have stayed at this beautiful place from 5 - 7th June. Roberto was a great and very friendly host and he assisted us all through of our stay and made sure that everything was ok. Upon our arrival we are immediately welcomed to this amazing, modern, clean and fully equipped apartment. This place is really cosy. We really loved having our breakfasts and dinner in the spacious balcony facing some great mountain view. Lake Garda and Riva del Garda are simply magical places. I would recommend anyone to visit this beautiful place on earth. Keep up the good work Roberto and send regards to you beautiful family !",English,en,"beautiful place, beautiful family, Lake Garda, great mountain view, good work Roberto, spacious balcony, regards, equipped apartment, breakfasts, dinner, magical places, friendly host, earth, stay, arrival",100.00%,Positive
6/5/16,Klaus,"Roberto, Mutter und Vater haben uns sehr freundlich empfangen. Roberto hat uns dann die Wohnung gezeigt und alles erklärt. Es war alles genauso wie in der Beschreibung. Die Wohnung war sehr sauber und die Terrasse einfach super. Der kleine Laden hat alles was wir zum Frühstück benötigt haben. Leider war die Trattoria geschlossen, aber es gibt in der näheren Umgebung noch 2 schöne Lokale. Wenn wir wieder zum Lago di Garda fahren, dann bei Roberto wieder wohnen. Vielen Dank Klaus e Karin",German,de,"Roberto, Wohnung, näheren Umgebung, schöne Lokale, Garda fahren, Lago, Terrasse, Mutter, Vater, Laden, Frühstück, Klaus, Karin, super, Beschreibung, Trattoria",62.20%,Neutral
5/30/16,Anamaria,Roberto was a brilliant host. Immediately responsive to all emails and full of help and assistance to make our stay in Riva del Garda most enjoyable - couldn't ask for more - the unit was spot on for our needs. 10 out of 10 from us! Grazie Mille,English,en,"stay, assistance, Riva, emails, help, Garda, Roberto, brilliant host, unit, needs",99.90%,Positive
5/20/16,Eva,"Sehr schönes und neu renoviertes Appartement mit allem was man braucht! Auch super mit Kindern: Babybett und -stuhl wird gestellt! Alles sehr sauber! Roberto und seine Familie sind super Gastgeber, haben uns bei allen Fragen schnell geholfen und gute Tipps gegeben! Roberto spricht auch sehr gut deutsch! Die Lage ist etwas außerhalb, sehr ruhig, trotzdem ist man in 20 Minuten zu Fuß am Hafen. Wir kommen sicher wieder! Haben uns sehr wohl gefühlt!",German,de,"Roberto, super Gastgeber, neu renoviertes Appartement, Kindern, Babybett, Familie, Fragen, stuhl, Minuten, Hafen, Tipps, deutsch, Lage",62.50%,Neutral
5/17/16,Graham,"Our stay was brilliant! Apartment amazing, full equipped, very clean. Close to all amenities, lovely quite area, 15 mins walk to Riva central. Roberto and family made us very welcome, Roberto always on hand if needed. Would definitely recommend.",English,en,"Roberto, mins, area, amenities, family, Apartment amazing, Riva central, hand, stay",99.80%,Positive
5/8/16,Luca,Ottimo appartamento in posizione tranquilla,Italian,it,"appartamento, posizione tranquilla",100.00%,Positive
5/4/16,Helena,"Tolle, modern renovierte und großzügige Unterkunft in der Nähe des Stadtzentrums von riva del garda (5 Minuten mit dem Fahrrad). Riesiger Balkon zum Frühstücken! Bei der Ankunft standen bereits Kaffee, Milch und ein Kuchen zum Frühstücken da. Roberto und seine Familie ist wirklich super, sehr engagiert und hilfsbereit was die Freizeitplanung betrifft. Toller Aufenthalt. Immer wieder gerne.",German,de,"Nähe des Stadtzentrums, großzügige Unterkunft, riva del garda, modern renovierte, Minuten, Kaffee, Milch, Roberto, Familie, super, Ankunft, Kuchen, Fahrrad, Riesiger Balkon",67.20%,Neutral
5/2/16,Kerstin,"Good - better - BEST! It was awesome to stay at Robertos appartement. The appartement was perfect, beautiful and calm. Roberto was super friendly and helpful. I will return to his appartement when I'm the next time at Riva!",English,en,"Robertos appartement, calm, Good - better, BEST, time, Riva",100.00%,Positive
4/24/16,Agnes,"Wir haben uns in der Wohnung von Roberto sehr wohl gefühlt. Die Wohnung ist sehr schön eingerichtet, hat alles man man braucht. Es ist sehr ruhig. Ein kleines Geschäft in 2 min zu errreichen, so kann man immer morgens frisches Brot kaufen. Sehr gute und ausreichende Küchenutensilien. Die Wohnung ist sehr hell und wirkt einfach sehr freundlich. Danke auch an Roberto für den freundlichen Empfang und die gute Empfehlung der Resturants. Wir würden jederzeit wieder kommen. Agnes und Karlfried",German,de,"Wohnung, Roberto, freundlichen Empfang, Empfehlung, frisches Brot kaufen, Resturants, Danke, Agnes, Geschäft, errreichen, ausreichende Küchenutensilien, Karlfried",62.70%,Neutral
4/10/16,Brigitte,"Wunderschön neu und sehr exquisit eingerichtete Wohnung, mit riesiger Terrasse, herrlichem Ausblick und allem was man für einen schönen Urlaub braucht. Sehr ruhig und dennoch zentral gelegen. Perfekte Gastgeber, sehr herzlich, entgegenkommend, hilfsbereit!!! Selbst Kaffee, Frühstückszutaten und frische Blumen standen bereit. Auch ein späterer checkout war überhaupt kein Problem Wir waren begeistert und können hoffentlich bald wieder kommen!",German,de,"exquisit eingerichtete Wohnung, riesiger Terrasse, Kaffee, Frühstückszutaten, frische Blumen standen, neu, späterer checkout, Problem, schönen Urlaub, Perfekte Gastgeber",66.10%,Neutral
4/8/16,Gerhard,"Das Appartment ist wie beschrieben modern, sauber, hell, schön eingerichtet. Roberto und seine Eltern sprechen deutsch und sind ausgesrpochen nett. Ruhige Lagem, sicherer Pkw-Stellplatz auf dem Grundstück vorhanden, MTB können ebenfalls sehr sicher in der Keller. Uns hat es sehr gut gefallen.",German,de,"Stellplatz, sicherer Pkw, Eltern sprechen deutsch, Grundstück, Ruhige Lagem, modern, Roberto, ausgesrpochen, hell, schön",73.80%,Neutral
4/2/16,Bastian,Roberto and his Family are the Perfect hosts. We had very nice Time in Riva Del Garda and Roberto helped us also To find some good Restaurant. The Apartment Looks exactly like on the pictures and it was modern and Clean. Thanks a lot!!!,English,en,"Roberto, Riva, Garda, nice Time, pictures, Family, Perfect hosts, good Restaurant, Thanks, lot",100.00%,Positive
3/29/16,Julia,"Das Appartment ist sehr schön gelegen mit Blick auf die umliegenden Berge. Es ist sehr sauber, modern und bestens sowie geschmackvoll ausgestattet. Die Vermieter sind sehr nett und hilfsbereit. Wir hatten tolle Tage und werden bestimmt wiederkommen!",German,de,"Blick, umliegenden Berge, Appartment, modern, Vermieter",76.30%,Neutral
3/25/16,Charlotte,"Das Appartement war genau wie in der Beschreibung hell, sauber und wunderschön! Wir hatten zwei tolle Tage in Riva del Garda. Robertos Mutter und Schwester waren sehr freundlich und konnten uns einige gute Tipps für Riva del Garda geben. Die Kommunikation mit Roberto hat super geklappt, sogar obwohl er zur Zeit unseres Aufenthalts geschäftlich verreist war. Sehr gerne kommen wir wieder, und können die Unterkunft nur wärmstens empfehlen!",German,de,"Riva del Garda geben, Tipps, Robertos Mutter, Schwester, Kommunikation, super, Beschreibung hell, Aufenthalts geschäftlich, Unterkunft, empfehlen, Appartement",64.30%,Neutral
3/20/16,Simone,"Buona accoglienza. Rispecchiate e superate le attese. Casa accogliente bella e pulita con un terrazzo grande e soleggiato. Ideale per noi; io la mia compagna e la piccola Greta, che gattonava con molto piacere sul parkett dell'ampio soggiorno. A piedi si raggiunge facilmente il lago ed il centro con una passeggiata di 10/15 minuti.",Italian,it,"terrazzo grande, piacere, Casa accogliente bella, lago, passeggiata, parkett, ampio soggiorno, piccola Greta, compagna, centro, Buona accoglienza, piedi, minuti",68.50%,Neutral
1/19/16,Markus,"Spacy modern clean apartment located near Grotta area. Roberto and his father Gigi had a nice and warm welcome, i had a pleasant stay. Thank you Roberto and Gigi",English,en,"Roberto, father Gigi, warm welcome, Spacy modern clean apartment, Grotta area, pleasant stay",99.80%,Positive
1/2/16,Massimo,"Siamo stati ospiti di Roberto per 4 giorni a cavallo dell'ultimo dell'anno. Che dire, tutto è andato alla perfezione. Ci siamo sentiti subito a casa grazie dell'ospitalità di Roberto e della sua famiglia. L'appartamento è moderno, luminoso, ben fornito e pulito. Anche d'inverno vale la pena visitare Riva del Garda e tutta la zona attorno.Il lago ha sempre il suo fascino! Consiglio vivamente l'appartamento, ci tornerò di sicuro magari in primavera o d'estate.",Italian,it,"Roberto, appartamento, Riva, giorni, casa grazie dell'ospitalità, zona, pena, Garda, sicuro, cavallo, lago, primavera, estate, inverno, anno, famiglia, fascino, Consiglio",63.50%,Neutral
12/7/15,Michele,"L'appartamento è stato impeccabile, dotato di ogni confort, pulito accogliente, luminosissimo e ben arredato. La vista sulle montagne, l'ampia terrazza e l'ospitalità di Roberto ci faranno pensare ad un prossimo ritorno in questa bellissima zona magari in primavera o estate, periodo in cui poter sfruttare a pieno anche la bellezza del magnifico lago di Garda. Che dire bella vacanza sottolineata da questa ottima sistemazione. Grazie ancora.",Italian,it,"ampia terrazza, confort, vista sulle montagne, ospitalità di Roberto, primavera, estate, bellezza, magnifico lago di Garda, bella vacanza, ottima sistemazione, prossimo ritorno, periodo, appartamento, Grazie",65.20%,Neutral
11/17/15,מתת,me and my 3 friends had a wonderful stay at Roberto his lovely parents welcomed us when we arrived and Roberto was happy to help us plan the rest of our trip thanx for the tips!! we would definitely recommend the stay!!,English,en,"Roberto, wonderful stay, lovely parents, trip thanx, rest, friends, tips",99.90%,Positive
11/15/15,Julia,"Wonderful place, excellent hosts! One of the most lovely of my Airbnb experiences. Thanks to Roberto and his parents.",English,en,"Wonderful place, excellent hosts, Thanks, Roberto, parents, Airbnb experiences",99.80%,Positive
11/9/15,Veronika,"Dear Roberto! Thank you for the magical days in your house! So beautiful everything in it, lots of light, all very well located and the kitchen and the bedroom and bathroom and especially a beautiful terrace! And you and your family are very hospitable. Will definitely be back! Many Thanks to you all!",English,en,"beautiful terrace, bathroom, bedroom, magical days, house, kitchen, family, Dear Roberto, light, Thanks",100.00%,Positive
11/1/15,Daniel,Really good apartment. Very friendly host. It has a beautiful view over the city and the mountains. No problems at all.,English,en,"city, beautiful view, mountains, good apartment, friendly host, problems",99.90%,Positive
