Unnamed: 0,Date,Name,Reviews
276,2015-05-29,Hadii,Zijn vriendelijke ouders waren aanwezig en hebben ons alles uitgelegd. Zij hebben ons met Italiaans gebak en een pak mek verrast. de beschrijving van het huis was perfect en huis was heel erg schoon. Alles was perfect De communicatie met Roberto is soepel verlopen en hij gaf ons nuttige tips voor de bezigtigwaardegheden in de omgeving.
277,2015-05-25,Stefanie,"Die Unterkunft war super, sehr hell und alles sehr neu eingerichtet. Eine Wohnung in der man sich wirklich wohlfühlen kann. Die Terrasse ist riesig und man hat vom Frühstück bis zum Abendessen Sonne. Zu Fuß war der See in ca. 20 Minuten erreichbar, wir waren viel mit den Rädern unterwegs, da ging es noch schneller. Da die Wohnung sehr neu ist, waren auch alle Küchensachen, Geschirr und Bettsachen neu. Ich fands wunderbar und würde jederzeit wiederkommen."
278,2015-05-19,Julia,"Wir sind zu 3,5 Personen gereist... mit meinen beiden besten Freundinnen und meiner Tochter (Mädelstour)... Die Unterkunft bei Roberto und seiner Familie war traumhaft! Absolut wunderschön. Eine tolle Terrasse und eine gute Ausstattung (tolles Bad), es fehlte an nichts... Es war alles für uns (und auch meine 19 Monate alte Tochter/ Kinderbett Hochstuhl etc.) liebevoll vorbereitet. Die Terrasse ist ein Traum... den ganzen Tag Sonne mit Sitzgelegenheiten und Liegen! Der Ort ist sehr schön und das Haus toll gelegen. Die Gastgeber waren sehr freundlich und man hat sich sehr ehrlich willkommen gefühlt! Ein sehr schöner Aufenthalt den wir sicher wiederholen werden. Vielen Dank an Roberto und seine Familie! J-V-J-L"
279,2015-05-04,Claus,Wir waren beeindruckt von der Gastfreundschaft und dem gesamten Ambiente. Wir kommen gerne wieder und dann bei besserem Wetter. Herzlichen Dank an dich Roberto und deine Eltern.
280,2015-04-26,Andrea,"Noi siamo stati ospiti da Roberto x 3 notti, non abbiamo avuto il piacere di conoscerlo personalmente, ma abbiamo conosciuto i genitori che sono stati gentilissimi. La casa è molto pulita attrezzata e nuova con un grande balcone con una bella vista. Parcheggio comodo ,vicino si trova un bel parco per bambini che i nostri bimbi hanno gradito. Consigliamo e torneremo."
281,2015-04-04,Bernd,Die Wohnung liegt etwas nördlich von Riva im Ortsteil San Alessandro Sie ist sehr ruhig gelegen. Sie hat ein großes Wohn/Esszimmer mit Küche sowie einen riesigen Balkon zur Südseite alles sehr gepflegt. Die Wohnung ist komplett vermutlich neu renoviert. Küche und Bad in Top Zustand. Die Vermieter haben uns sehr freundlich empfangen. Es lagen sogar einige Überraschungen für uns bereit. Wir haben eine sehr schöne Urlaubswoche verbracht 
282,2015-01-11,Aurelie,"I was very well received. Roberto and his family are very flexible, and very helpful. The flat itself is super clean and modern, all installations are new (bathroom, heating system...) I recommend 200%"
283,2015-01-04,Anna,Roverto y su familia fueron muy amables y cordiales. Ha estado siempre disponible por si necesitavamos ayuda. Y nos informó muy bien de las distintas actividades que podíamos hacer y el transporte. Me gustaría volver.
284,2015-01-02,Elena,Roberto e i suoi genitori sono stati ospitali e disponibili sin da subito. La casa era accogliente e con ogni comodità.
285,2014-12-08,Cristina,"Abbiamo soggiornato in questo appartamento per 3 giorni in occasione dei mercatini di natale. Ci siamo trovati benissimo, l'appartamento è bello spazioso caldo e pulito....praticamente tutto ciò che uno desidera trovare in una casa delle vacanze. Purtroppo non abbiamo conosciuto Roberto perché anche lui era in vacanza, ma ci ha affidati alla sua ragazza Sara, che è stata gentilissima e disponibile con noi. Insomma un appartamento che consiglio sicuramente, anche perché si trova in una posizione strategica, da dove si può partire per tante escursioni e gite sia per il lago sia per la montagna. Spero di avere una nuova occasione per ritornarci. "
286,2014-11-22,Christian,"Ciao Roberto, grazie mille! you are a perfect host - perfect apparement - perfect environment and nature - we had wonderfull and relaxing vacation. see you again christian"
287,2014-11-17,Vadims,"Great place to stay if you are discovering Garda's region. Apartment itself big enough for hosting 2 couples and very well furnished. View from the terrace just breathtaking! Make sure that you come with car in order to explore all hidden gems of the region. (Parking available near door steps & it's free of charge). If you are lucky with weather, nice garden is a great plus of this appartment."
288,2014-11-10,Ekaterina,"My boyfriend and I stayed in Roberto's appartment for a weekend and it worked out just great for us. Roberto and his parents, who live downstairs, were very welcoming and ready to help. As for the appartment itself, there's hardly more one could wish for: well-equipped, modern, clean, very spacious, in a nice quiet neighboorhood. What I enjoyed most was a huge terrase with a great view of the mountains. Would definitely stay here again next time we are in Riva del Garda!"
289,2014-11-02,Kasper,We were four young guys going to sail at the lake Garda. We had a very nice week. We came late and meet Robertos parents downstairs and they let us inside to this very nice apartment. The kitchen is fully equip with all you need. The terrace is wonderfully and the beds were good. We were more than pleased with the apartment.
290,2014-10-25,Heather,"Roberto and his family (his parents live downstairs) were very kind and welcoming and very attentive to any needs we had, including starter food and a ride to the station at 7:00 on a Sunday morning! The apartment is lovely and clean, with a beautiful view and all the amenities. We loved sitting out on the wonderful terrace and watching the sunset with our dinner, and waking up to the sun streaming in the big french doors. The walk to the waterfront/downtown is brisk, about 15 minutes, but if you look carefully you can find pedestrian walkways the whole way. I recommend bringing/renting a bike if you want to get around more quickly or if you have children. I stayed here with my sister this time, but will definitely be coming back with my husband and children if I can book it!"
291,2014-10-20,Annette,It was great to stay in Robertos flat. It has a great terrace with a beatiful view. It's a spacious (much bigger than expected) clean and modern apartement with everything you need for a comfortable stay. As I came a bit later than the others i didn't meet Roberto personally but his Mother. We felt welcome and they've been very kind and flexible as we needed one extra bed and a baby bed. It's definitely a place to come back. Thanks a lot.
292,2014-10-05,Peter,"The accommodation was great! Nice and clean flat with everything you need and a big balcony. It's in a wonderful Mediterranean house with a great view onto the lake. Roberto was very helpful and always available. His recommendations were very good. His parents were lovely, as a welcome gift we got a fruit bowl and a jaw of homemade marmalade. All in all, the stay was perfect and we really recommend it. "
293,2014-09-28,Philipp,"We had a great time at this Place!! Roeberto and his family were really kind hosts. The Place by itsel was awesome, great rooms, nice kitchen and a great tarrace with a amazing view! It was a pleasure to start the days with a sunrise breakfast on this terrace... We spent 4 beautiful days in Riva and for us it was the best decision to stay at Robertos Apartement. Thanks Roebrto and all the best for you!"
294,2014-09-24,Leander,"Wir waren im September 2014 zum ersten Mal am Gardasee und hierbei für 10 Tage in Robertos Appartement.  Die Wohnung war sauber und aufgeräumt, alle Geräte funktionsfähig und der Ausblick vom großen Balkon Richtung Gardasee fantastisch. Wir wurden freundlich von Roberto und seinen Eltern empfangen und konnten uns bei Fragen jederzeit an sie wenden. Unsere Mountainbikes konnten wir im Keller parken. Zum Gardaseeufer ist man von der Wohnung mit dem Rad in 5 Minuten gefahren, ins Zentrum von Riva waren es ca. 2,5 km. Lebensmittel kann man z.B. im Lidl (Torbole), ca. 2 km entfernt einkaufen. Gute Restaurants gibt es im Zentrum von Riva genug.  Fazit: Die Wohnung ist auf jeden Fall ein paar Übernachtungen wert. Toller Ausblick, neue Einrichtung und freundliche Gastgeber machen den Urlaub am Gardasee noch einen Tick schöner. "
295,2014-09-15,Булкин,Staying at Roberto's house was a real pleasure! Hospitality and spirit of pure Italy surrounded us from the very beginning of our trip up to leaving this amazing place. Brand new and well equipped apartment comfortable enough to stay with two children . 15 min walking to the lake and 20-25 to the center. Astonishing view from the terrace. Highly recomend.
296,2014-08-28,Nataliya,We received a warm welcome from Robert and his Family. The flat was well located. It was clean and comfortable. It was well equipped and suited our needs. We would certainly use it again when we visit Garda Lake next time. Thanks a lot. Nataliya
297,2014-08-24,Eike,"Eine sehr großzügige, praktisch neu renovierte Wohnung eine toller Gastgeber und eine sehr nette Familie!"
298,2014-08-19,Alex,"Staying at Roberto's place was a real pleasure! The host is very warm, helpful and flexible person. The apartment is absolutely new - very clean and comfortable for two adults and two children. The bathroom is well equipped, and so is the kitchen. The view from the terrace is absolutely breathtaking. The place is quiet and yet pretty close to local attractions. Highly recommended!"
299,2014-08-06,Erin,"We had the most amazing time staying here in Riva del Garda. Roberto is amazingly responsive to all emails and messages. Many other airbnb hosts are not too responsive after you book, but Roberto always responded in less than 24 hours. Truly wonderful. His parents who live below were so generous and gave us some fresh lettuce from the garden, and his sister gave us some pasta and home made pesto! They are such caring and generous hosts to complete strangers! The dad showed me the garden, and they had no problem with the two young kids playing in their back yard. There is a large park for kids less than a block away, and a pedestrian and bike only path that brings you right to the lake! They also provided a travel crib for us to use. I would definitely recommend this apartment!"
300,2014-07-30,Bruno,"Ottimo soggiorno chez Roberto! We had a great stay! Flat newly refurbished with an amazing terrace and a fully equipped kitchen! L'appartamento è bellissimo e nuovo di zecca. Cucina ben attrezzata, un gran terrazzo con lettini per il sole e tavolo per cene all'aperto. Roberto disponibilissimo e accogliente, chiedetegli anche del canyoning... conosce quello giusto. We'll be back..."
301,2014-07-27,Mary,Roberto and his father were both very helpful. The apartment was great and had everything we needed. The area is nice and quiet but it is easy to access the lake and restaurants especially if you have a bike. The balcony is very big and has a lovely view. We will return.
302,2014-07-07,Christina,"Wir wahren für eine Woche in Riva und wir waren begeistert von Roberts Wohnung! Das Haus ist wunderschön und das Appartement sieht aus wie neu. Besonders der riesige Balkon hat uns Gefallen ;-). Bis zum Gardasee ist es eine gute viertel Stunde Fußweg und ein kleiner Laden in dem man Brötchen und sonstiges bekommt ist nur 50m entfernt. Roberto war ständig über (Hidden by Airbnb) oder SMS zu erreichen und ständig hilfsbereit, genau wie sein Vater der im Erdgeschoss wohnt. Der Wanderweg zum Monte Brione beginnt praktisch am Haus. Wir werden auf jeden Fall wieder kommen!"
303,2014-06-26,Ulrik,"Location is great. Calm and relaxing area, but still within walking distance to the city centre and the beach. The house is fantastic with a very nice large garden and a lovely view of Riva and the mountains. Roberto and his parents must be the friendliest and nicest in the world. Two good restaurants just a stone's throw away. There is a supermarket in town, but the little store on the same street has most of what you need. The apartment is so fresh and well-designed. Having three kids, we really appreciated the laundry capabilities. The terrace was used for relaxation every day."
304,2014-06-22,Johannes,"Tolle Wohnung, toller Balkon und tolle Gastgeber.  Die Wohnung ist die erste Saison in Betrieb und alles ist neu und richtig sauber. Unten im Haus wohnen die Eltern von Roberto und oben ist die Ferienwohnung.  Auf dem Balkon hat man im Juni von Morgens um 10Uhr bis Abends um 20Uhr Sonne. Länger gibt es in Riva del Garda glaub ich nirgendwo Sonne :-) Roberto ist sehr hilfsbereit und hat immer Tipps zum Essen gehen oder Bike Touren etc. parat. Da er selbst nicht im Haus wohnt, auch per SMS oder (Hidden by Airbnb) . Ebenfalls erwähnenswert der Vater von Roberto, Gigi. Er ist immer für ein Plausch zu haben, hat uns ein Salat aus dem Garten geschenkt und hatte auch Einkaufstipps für Carnesalda und Wein parat.  Die Bike konnte wir bei Gigi im Keller sicher einschließen. Parkplatz direkt vor dem Haus an der Straße, die so gut wie nicht befahren ist. Die Lage ist absolut ruhig und nicht touristisch, einfach perfekt um zu entspannen. Keine Hotels oder ähnliches in der Nähe. Dafür gibt es bei Laden um die Ecke Morgens Brötchen vom Bäcker aus Rive.  Perfekt, wenn wir das nächste Mal nach Riva komme, dann sehr gerne wieder zu Roberto. Wäre schön, wenn Urlaub überall so wäre. Gruß Johannes und Marilena "
305,2014-06-12,Andrea," This was our favorite stay of our trip through Italy! Roberto (and his mother) were very welcoming, charming and helpful. The apartment was in a quiet neighborhood and truly lovely and new. The terrace was outstanding and provided a great view. We were able to walk to the town in about 15 minutes or so - a nice walk."
306,2014-05-23,Sergey,The reservation was canceled 20 days before arrival. This is an automated posting.
307,2014-05-19,Jochen,"Everything was great. - arrival / check-in - location (close to centre of Riva del Garda, restaurants, ...) - clean - WLAN - terrace - check-out I can really recommend this apartment! Thanks for everything."
308,2014-05-02,Vince,"Staying at Roberto was simply fantastic. The apartman is top notch, with huge balcony and great view. It's recently renovated, so everything is new, clean and modern! The downtown is only a few minutes of walk away, yet the area is very quiet. Roberto was an excellent host, he was very flexible with our late arrival. He was very helpful and kind. This is one of the best options to stay in Riva!"
309,2014-04-29,Artem,"The apartments are wonderful, comfortable, clean. Very nice place, awesome view from terrace. I can advice this host to anybody."
310,2014-04-28,Luís,"Perfezione è la parola che esprime l'appartamento. Dal parcheggio alla doccia. Un posto incredibilmente gradevole. Professionismo, gentilezza e simpatia sono le parole che esprimono Roberto e sua famiglia. Punteggio massimo! Reception 5 stelle! Grazie! Grazie! Grazie! :::::::::::::::::::::::::::::::::::::::: :::::::::::::::::::::::::::::::::::::::: :::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::: :::::::::::::::::::::::::::::::::::::::: ::::::::::::::::::::::::::::::::::::::::  Perfection is the word that expresses the apartment! From the parking to the shower . A shockingly nice place. Professionalism, kindness and sympathy are the words that express Roberto and his family. Maximum score! Reception 5 stars! Thank you! Thank you! Thank you! "
311,2014-04-24,Mareen,Roberto is a great hosts. He was always available and helpful. The apartment is new and very nicely decorated. You will find everything you need. There is a feeling of being at home. The view from the huge terrace is fantastic. The center is not far away and you can reach it in a 10 min walk. I can really recommend this place.
312,2014-04-21,Sigrid,"Sehr großzügige und neue Wohnung mit großer Terrasse in einer t (Hidden by Airbnb) schen Villa mit Aussicht Richtung Süden zum Gardasee und umliegenden Bergpanorama. Gelegen in einem wunderschönen Gebiet abseits vom Zentrum von Riva mit dörflichem Charakter, umgeben von Olivenbäumen. Angenehmer Fußweg zum Zentrum und See. Ein idealer Ort zum Entspannen und Ausruhen. Wir haben einen wunderbaren Urlaub verbracht und uns bei Roberto und seiner Familie sehr wohl und willkommen gefühlt! Sigrid und Hubert  "
313,2014-04-07,Gorazio,"Хочу поблагодарить Роберто и всю его семью на хорошие апартаменты и помощь в организации нашего пребывания в Риве. Они с полным пониманием и вниманием отнеслись к просьбе помочь организовать вечеринку по случаю моего дня рождления на 50 человек в саде их виллы. Сами заказали столы и скамьи и предоставили кухню в полное распоряжение. Провери наружное освещение над столами. Сами апартаменты реально новые-новые. Только закончился ремонт. Все на месте и работает. Терасса нереально оргомная) почти как сами апартаменты. Было бы чуть теплее и с нее просто не уйти))) Пешком до центра около 25 минут не торопясь, на машине 7 минут, велосипедом - 10-12 минут. Район спокойный, не шумный. Наличие собственного сада - это мега плюс!"
